,rating,date,variation,verified_reviews,feedback
2606,positive,30-Jul-18,Black  Dot,first alexa enabled device far lived reputation ,1
2607,positive,30-Jul-18,Black  Dot,love searching alexa skill shop app  useful things like alexa turn lights  listening news updates every morning  fun stuff like telling alexa make star trek red alert nois  playing song quiz friends ,1
2608,positive,30-Jul-18,Black  Dot,second dot ,1
2609,positive,30-Jul-18,Black  Dot,son loves ,1
2610,positive,30-Jul-18,Black  Dot,love compact ,1
2611,negative,30-Jul-18,Black  Dot,worked well 6 months stopped connecting internet  wifi  none trouble shooting efforts worked   amazon customer service help told warranty 3 months  disappointing  willing replace ,0
2612,positive,30-Jul-18,Black  Dot,talks  plays type music want listen  even turns ask ,1
2613,negative,30-Jul-18,Black  Dot,ask play motown radio pandora keeps asking want add salsa station  motown isn’t close salsa phonetically ,0
2614,positive,30-Jul-18,Black  Dot,love  still learning capabilities  lot fun ,1
2615,positive,30-Jul-18,Black  Dot,easy set  still trying get connect light bulb smart plug  grandkids think alex cool ,1
2616,positive,30-Jul-18,White  Dot,love  use everything  it’s part daily routine,1
2617,positive,30-Jul-18,Black  Dot,alexa program great  quality best  could definitely louder ,1
2618,positive,30-Jul-18,White  Dot,overall like  though siri phone need don’t  smart home  don’t intend make one  it’s fun use music read audible books ,1
2619,neutral,30-Jul-18,Black  Dot,alexa pretty basic almost like toy  released market without proper development  speech recognition fails understand basic american british accent music play restrictive  speech refined way understand  almost  human speaking  linking youtube via amazon web services work ,1
2620,positive,30-Jul-18,White  Dot,set easy ,1
2621,positive,30-Jul-18,Black  Dot,love,1
2622,positive,30-Jul-18,Black  Dot,i'm amazed alarm  tell alexa wake particular song   love play list music  sure keep prime music still available  however love fact amazon gave music free 3 months given prime free 3 months well ,1
2623,positive,30-Jul-18,White  Dot,love things  play learn ,1
2624,positive,30-Jul-18,Black  Dot,debating getting one  happy  still explore  thanks ,1
2625,positive,30-Jul-18,White  Dot,i'm finding uses time  keeps informed news weather  get daily bible verse  play music  new skills added time  future ,1
2626,positive,30-Jul-18,White  Dot,love watch wife argue alexa   woke one night listening alexa talking cell phone   ,1
2627,positive,30-Jul-18,Black  Dot, ,1
2628,negative,30-Jul-18,White  Dot, ,0
2629,positive,30-Jul-18,Black  Dot,gave gift   loved ,1
2630,positive,30-Jul-18,Black  Dot,echo dot everything expected ,1
2631,positive,30-Jul-18,Black  Dot,love super convenient makes life little easier,1
2632,positive,30-Jul-18,White  Dot,love echo dot  many features works great thing like  can't play imusic  i'm going pay spotify amazon music account ,1
2633,positive,30-Jul-18,White  Dot,great  lots fun ,1
2634,positive,30-Jul-18,White  Dot,easy setup  alexa needs lot training ,1
2635,positive,30-Jul-18,White  Dot,third echo dot purchased  love product ,1
2636,positive,30-Jul-18,Black  Dot,like compact structure dot  sound little low ,1
2637,positive,30-Jul-18,White  Dot,handy expect much much  dumber  assistant phone ,1
2638,positive,30-Jul-18,Black  Dot,easy set use  new features skills added time ,1
2639,neutral,30-Jul-18,White  Dot,love product dislike can’t sync apple music alexa play,1
2640,positive,30-Jul-18,Black  Dot,one week far say blast ,1
2641,positive,30-Jul-18,Black  Dot,love,1
2642,positive,30-Jul-18,Black  Dot,works like charm ,1
2643,positive,30-Jul-18,Black  Dot,good speaker bedroom office,1
2644,positive,30-Jul-18,Black  Dot,small speaker tin sound  great good bluetooth speaker ,1
2645,positive,30-Jul-18,White  Dot,fun  information   dislikes  far   like convenience ,1
2646,positive,30-Jul-18,Black  Dot,easy set affordable  love ,1
2647,positive,30-Jul-18,White  Dot,love shut microphone night children can’t talk bed time automatic sleep timer lullaby music  sure survived long ,1
2648,positive,30-Jul-18,Black  Dot,echo dot related devices best thing come long time ,1
2649,neutral,30-Jul-18,Black  Dot,sound quality wasn’t great  inexpensive,1
2650,positive,30-Jul-18,Black  Dot,works great  bought shop like intercom house ,1
2651,positive,30-Jul-18,Black  Dot,isn’t bad  issues actually playing want  getting use iheartradio properly playing station want challenge it’s bad sale price paid ,1
2652,positive,30-Jul-18,Black  Dot,it’s great sound quality low,1
2653,positive,30-Jul-18,White  Dot,love ,1
2654,positive,30-Jul-18,Black  Dot,always  easy set,1
2655,neutral,30-Jul-18,Black  Dot,works ok  speaker quality much better iphone x  would spend extra money get full size echo great sound quality ,1
2656,positive,30-Jul-18,Black  Dot,intelligent  love songs  ,1
2657,positive,30-Jul-18,White  Dot,review,1
2658,positive,30-Jul-18,Black  Dot,love echo dot   price paid prime day comparable buying new digital clock bells whistles  much   play music  set alarms  call friends  play games  set timers list goes   definitely worth money ,1
2659,negative,30-Jul-18,Black  Dot,sound terrible  cannot pair echo play simultaneously   must upgrade amazon music want play one device time ,0
2660,positive,30-Jul-18,Black  Dot,easy installation set  better sound echo dot smart speaker  satisified purchase ,1
2661,positive,30-Jul-18,White  Dot,spoiled one downstairs got one upstairs listen music   etc  walked treadmill ,1
2662,positive,30-Jul-18,Black  Dot, ,1
2663,neutral,30-Jul-18,Black  Dot,commands alexa requires specific   find google home much flexible figuring i'm asking ,1
2664,positive,30-Jul-18,White  Dot,handy hell 10 10 recommend,1
2665,negative,30-Jul-18,White  Dot,real difficulty working echo dot  alexi smart  9 10 questions asked get  #34 i'm sure #34   half time still asking question alexi saying  #34 i'm sure #34  music great works well  far frustrating experience ,0
2666,positive,30-Jul-18,Black  Dot,still discovery phase  far enjoying smart home features installed ,1
2667,positive,30-Jul-18,Black  Dot,totally gets sense humour,1
2668,positive,30-Jul-18,Black  Dot,put one bedroom   plays music tells us weather   also alarm wake us morning   better clock radio   play type music want radio stations favorites   even tell jokes   know got along without   amazing ,1
2669,neutral,30-Jul-18,Black  Dot,like echo  sure dot   use lot music audio books sound quality smaller echo nowhere near quality full sized model   decided i'll keep ,1
2670,positive,30-Jul-18,Black  Dot,love  got boyfriend birthday kids blast asking alexa kinds questions tell silly jokes  love ,1
2671,positive,30-Jul-18,White  Dot,better sound ,1
2672,neutral,30-Jul-18,Black  Dot,got 2nd echo house  already regular echo   echo dot easy set sound enjoyable  wishing would gone another regular echo solely based sound ,1
2673,negative,30-Jul-18,Black  Dot,really happy original echo thought i'd get echo dot use bedroom  really disappointed audio quality connected external speaker via bluetooth  audio much better started problems loosing connection wifi  presumably due interference bluetooth   connected speaker via auxiliary jack   auxiliary jack picked interference wifi woken middle night horrible buzzing sound  im hoping amazon take thing back give good deal echo spot hope better nightstand device ,0
2674,positive,30-Jul-18,Black  Dot,listens well  way expected  love ,1
2675,positive,30-Jul-18,White  Dot,still testing one far  like  hesitant putting voice activated device home would first  unfortunately  sometimes gets wifi light bulbs mixed turn we've able manage fix  mean  convenient  especially unable reach turn lights electronics could hook dot  like plays music reminders  alarms  etc   i'm still getting used fact man always listening ,1
2676,positive,30-Jul-18,Black  Dot,works great fun playing music checking weather king questions ,1
2677,positive,30-Jul-18,Black  Dot,small convenient dependable  dot cutie alexa job ask issue fidelity expected small speaker,1
2678,positive,30-Jul-18,Black  Dot,alexa perfect people like living alone  least someone talk  keep sanity    though wish powerful speaker need connect bluetooth speakers ,1
2679,positive,30-Jul-18,Black  Dot,small footprint   nice clarity ,1
2680,positive,30-Jul-18,White  Dot,easy set,1
2681,positive,30-Jul-18,Black  Dot,great addition alexa base  using guest bedroom music  clock info dot speaker strong base great value,1
2682,positive,30-Jul-18,Black  Dot,alexia built thermostat work well  standing right next hear music played choppy  decided try echo dot since prime day  disappointed  hears fine music plays problem  really like bluetooth connect bose speaker quality sound ,1
2683,positive,30-Jul-18,Black  Dot,connected whole home sound system play prime music google home mini can't   works well ,1
2684,positive,30-Jul-18,Black  Dot,much fun play   ask set alarm wake morning goes tell alexa turn   alexa learns questions ask  play music ask play amazon music domain  wake middle night turn light ask alexa time  want current weather tells  ask going city knows  call friend dial   used one yet said could contacts ,1
2685,positive,30-Jul-18,Black  Dot,easy set everything it’s poster  despite small size speakers adequate  understands instructions across room  happy purchase ,1
2686,positive,30-Jul-18,Black  Dot,great product price  works well ,1
2687,positive,30-Jul-18,White  Dot,perfect home office,1
2688,negative,30-Jul-18,Black  Dot,weak sound  compared google home mini sound bad  also need prime small selection music need prime music play everything  also get two need prime family music play music  think lame need family plan use multiple devices ,0
2689,positive,30-Jul-18,Black  Dot,suppose great product ,1
2690,positive,30-Jul-18,Black  Dot,love item able hear kind music   enjoyed much ordered another ,1
2691,positive,30-Jul-18,White  Dot,love dot,1
2692,positive,30-Jul-18,Black  Dot,great item   i'm glad made purchase prime day ,1
2693,positive,30-Jul-18,Black  Dot,i'm still learning use   figured read kindle books  real bonus ,1
2694,positive,30-Jul-18,White  Dot,love one bedroom kitchen  great drop family around house ,1
2695,positive,30-Jul-18,Black  Dot,far good   tech savvy  i'm still trying figure  easy set far easy use   lots apps use   play fun ,1
2696,negative,30-Jul-18,Black  Dot,echo dot responds us even talking  i've unplugged  feels like  #34 spying #34  us ,0
2697,negative,30-Jul-18,White  Dot,connected phone playlist  ,0
2698,positive,30-Jul-18,Black  Dot,put awhile finally got around buying 3 home  wife legally blind cannot use computer  godsend  100  amazon music listen music  check weather  get phone numbers  make calls  etc  etc  still learning tell  absolutely amazing  purchased 4 extended family grandchildren absolutely love playing music alexa  wifi direct cable capability  speaker stereo options choosing  well worth money  regret ,1
2699,positive,30-Jul-18,Black  Dot,perfect   fast shipment packaging   worked intended ,1
2700,neutral,30-Jul-18,White  Dot,alexa seems get dumber less useful time,1
2701,positive,30-Jul-18,Black  Dot,love ,1
2702,positive,30-Jul-18,Black  Dot,i'm addicted thing ,1
2703,positive,30-Jul-18,Black  Dot,love dot hoping add couple around apartment  reason give 5 stars wish speaker would little better  know amazon probably wanted keep costs item really like play music around apartment busy things would added speaker little wattage bass response would something great put bathroom kitchen might lot space full sized echo  would willing pay 10 20 dollars better speaker  oh well still love  i'm going find bluetooth speaker sounds good take whole lot space ,1
2704,positive,30-Jul-18,Black  Dot,far say love,1
2705,positive,30-Jul-18,Black  Dot,love dots   easy use   two plus echo spot   one favorite features ability listen music   amazon  iheart radio  pandora ,1
2706,positive,30-Jul-18,White  Dot,great play music throughout house  great easily fits decor home,1
2707,positive,30-Jul-18,White  Dot,i'm obsessed alexa  tells weather every morning  play games  love guess song one  one upstairs turn tv downstairs cool walk stairs alexa ,1
2708,neutral,30-Jul-18,White  Dot,works well  disappointed speaker quality  hooked old computer speakers ,1
2709,positive,30-Jul-18,Black  Dot,easy setup  easy use  work smart products  always learning,1
2710,positive,30-Jul-18,White  Dot,much fun   easy use even four year old loves talking alexa ,1
2711,positive,30-Jul-18,Black  Dot,love new echo dot  right  mainly use play music night  gets job done ,1
2712,positive,30-Jul-18,Black  Dot,love thing  wish would gotten sooner  certainly want go settings lock kids  great additional even unexpected things like helping kids homework  loads skills  happy purchase  especially since got prime day almost half price ,1
2713,positive,30-Jul-18,White  Dot,super easy hook program  use music feature love set reminders phone echo remind set time  it’s great news updates ,1
2714,positive,30-Jul-18,Black  Dot,works like dots ,1
2715,positive,30-Jul-18,Black  Dot,set simple  recognizes voice well  seams intuitive  enjoying ease use ,1
2716,negative,30-Jul-18,Black  Dot,negative product terrible sound quality   massive difference alexa   us big reason wanted purchase won’t buying another speaker sound quality improve ,0
2717,neutral,30-Jul-18,White  Dot,hoping cord white also  otherwise fine ,1
2718,positive,30-Jul-18,White  Dot,like ability multiple different things like create list  set alarm  play song think much  wish sound could tad louder ,1
2719,positive,30-Jul-18,Black  Dot,soon  i'm still learning ,1
2720,positive,30-Jul-18,Black  Dot,enjoying still learning commands   ran one frustrating issue   user friendly trying set voice recognition household ,1
2721,positive,30-Jul-18,Black  Dot,love option u play music everywhere house multiple devices,1
2722,positive,30-Jul-18,Black  Dot,works great ,1
2723,positive,30-Jul-18,White  Dot,like almost everything,1
2724,positive,30-Jul-18,Black  Dot,amazing  helped become better organized  gives traffic updates  weather updates  helps maintain good  fast morning routine ,1
2725,positive,30-Jul-18,Black  Dot,kids love alexa  skills amazing  would like see get little smarter answering basic questions,1
2726,positive,30-Jul-18,White  Dot,great  definitely gets little old $30 can't really regret  love hooked speakers via bluetooth waking smiths ,1
2727,positive,30-Jul-18,Black  Dot,love  added upstairs bedroom,1
2728,positive,30-Jul-18,White  Dot,got love alexa everything around house,1
2729,positive,30-Jul-18,Black  Dot,works great easy set ,1
2730,positive,30-Jul-18,Black  Dot,3rd echo device  easy set  works perfectly ,1
2731,positive,30-Jul-18,Black  Dot,easy set start using  works advertised ,1
2732,positive,30-Jul-18,Black  Dot, ,1
2733,positive,30-Jul-18,Black  Dot,love little dot  don’t know original larger alexa dot cannot pleased dots capabilities ,1
2734,positive,30-Jul-18,White  Dot,really like,1
2735,positive,30-Jul-18,White  Dot,works expected  fourth one  son loves room  easy set alarm play music ,1
2736,positive,30-Jul-18,Black  Dot,love,1
2737,positive,30-Jul-18,Black  Dot,dislike volume  sound loud enough ,1
2738,positive,30-Jul-18,Black  Dot,love alexa   2 gave one gift huge hit ,1
2739,positive,30-Jul-18,White  Dot,expected,1
2740,negative,30-Jul-18,Black  Dot,didn’t order,0
2741,positive,30-Jul-18,Black  Dot,love technology  i'm older  easy set use  dot bedroom use everything use echo living room ,1
2742,positive,30-Jul-18,White  Dot,use 3rd dot  bought husband would able contact someone falls access phone ,1
2743,positive,30-Jul-18,Black  Dot,amazing product  still learnimg things,1
2744,positive,30-Jul-18,Black  Dot,expected  ,1
2745,negative,30-Jul-18,White  Dot,product sounded emoji speaker five sister   even one bluetooth doesn’t need plugged  good thing speak ,0
2746,positive,30-Jul-18,Black  Dot,friend ,1
2747,positive,30-Jul-18,White  Dot,it’s easier things,1
2748,positive,30-Jul-18,Black  Dot,good device,1
2749,positive,30-Jul-18,Black  Dot,overall love  commands effective  may part user error  alexa  becoming accustom asked ,1
2750,positive,30-Jul-18,Black  Dot,additional alexa based devices make access better parts  homes rather trying shout questions instructions house  lol  without alexa variety functions performs ,1
2751,positive,30-Jul-18,White  Dot,works great  love fact play music group devices ,1
2752,positive,30-Jul-18,Black  Dot,love  thought would   i'm addicted ,1
2753,positive,30-Jul-18,Black  Dot,works beautifully  excellent sound ,1
2754,positive,30-Jul-18,White  Dot,still learning everything   good room   volume pretty good without additional speaker,1
2755,positive,30-Jul-18,Black  Dot,neat tool enjoy family,1
2756,positive,30-Jul-18,Black  Dot,easy connect skills created echo 2nd gen worked fine dot ,1
2757,positive,30-Jul-18,White  Dot,live alone  best companion ,1
2758,positive,30-Jul-18,Black  Dot,easy set connect smart devices  needed ,1
2759,positive,30-Jul-18,White  Dot,love  personally prefer spotify music  it’s great able set default  there’s day goes without music home  also  reason got keep pup calm leave  tell alexa play classical music jazz works wonders  he’s lot calmer doesn’t bark lock door start walking away  it’s must ,1
2760,positive,30-Jul-18,Black  Dot,love   works great   alexa still problems  getting better every day   i'm expert think sound quality fine   perfect good ,1
2761,positive,30-Jul-18,Black  Dot, second echo purchase   price cheap   i'm seriously thinking buying 2   use  #34 alexa #34  everything   next best thing internet   ,1
2762,positive,30-Jul-18,Black  Dot,love  bought one daughter one,1
2763,neutral,30-Jul-18,Black  Dot, ,1
2764,positive,30-Jul-18,Black  Dot,loud thought going ,1
2765,positive,30-Jul-18,Black  Dot,enjoy  still discovering new uses ,1
2766,positive,30-Jul-18,Black  Dot,able add speakers plus  take deck outside  love  big alexia bedroom,1
2767,positive,30-Jul-18,Black  Dot,excellent device   works great  problems concerns,1
2768,positive,30-Jul-18,Black  Dot,pretty fun nice speaker responds questions understand commands time ,1
2769,positive,30-Jul-18,Black  Dot, ,1
2770,positive,30-Jul-18,Black  Dot,like hands free operation vs tap  use controlling smart plugs ,1
2771,neutral,30-Jul-18,Black  Dot,dislike confuses requests time ,1
2772,positive,30-Jul-18,Black  Dot, ,1
2773,positive,30-Jul-18,Black  Dot,love alexa  actually 3 throughout house  favorite function lists  great time management course  music ,1
2774,positive,30-Jul-18,Black  Dot,product easy use entertaining   yet hook tv lights look forward ,1
2775,positive,30-Jul-18,Black  Dot, ,1
2776,positive,30-Jul-18,Black  Dot,works great speaker good music  need get bluetooth speaker ,1
2777,positive,30-Jul-18,White  Dot,outstanding product   easy use   works great,1
2778,positive,30-Jul-18,White  Dot,six throughout home great   times music talking happens randomly may sensitive listening   options change name engagement command  #34 alexa #34   #34 computer #34  little annoying   colors black white would also good thing ,1
2779,positive,30-Jul-18,Black  Dot,use product music it’s great ,1
2780,positive,30-Jul-18,Black  Dot,easy set use ,1
2781,positive,30-Jul-18,Black  Dot,works great ,1
2782,positive,30-Jul-18,White  Dot,like alexa devices house sales price amazon prime day tempting ,1
2783,positive,30-Jul-18,Black  Dot,phenomenal,1
2784,positive,30-Jul-18,White  Dot,loved exactly says,1
2785,positive,30-Jul-18,Black  Dot,used control smart home devices  works great ,1
2786,positive,30-Jul-18,Black  Dot,convenient,1
2787,positive,30-Jul-18,White  Dot,este producto lleg  la semana se qued  sin olor  perdi  toda su escencia  huele solo alcohol,1
2788,positive,30-Jul-18,White  Dot,easy set ready use minutes ,1
2789,positive,30-Jul-18,White  Dot,barry,1
2790,neutral,30-Jul-18,Black  Dot, ,1
2791,positive,30-Jul-18,White  Dot,three year old loves   good basic household tasks   we're going add smart outlets bulbs ,1
2792,positive,30-Jul-18,Black  Dot,awesome device wish bought one ages ago ,1
2793,positive,30-Jul-18,Black  Dot,love,1
2794,positive,30-Jul-18,Black  Dot,perfect kids  adults everyone ,1
2795,positive,30-Jul-18,Black  Dot,listening music  searching locations  checking time  looking weather  many task learn  simple set ,1
2796,positive,30-Jul-18,Black  Dot,love things  running entire home  tv  lights  thermostat  front door dead bolt  cameras  love listening npr  things well worth value really shine stat adding smart devices control entire home like right star trek  named mine computer get feel  amazing devices smart systems ,1
2797,positive,30-Jul-18,White  Dot,complaint sound quality great  mostly use commands though  another dot hooked stereo system play music  couple friends dot mind audio quality  bothered kind thing i'd go full size echo make sure hook larger speakers ,1
2798,positive,29-Jul-18,Black  Dot,good,1
2799,positive,29-Jul-18,Black  Dot,nice little unit  issues,1
2800,positive,31-Jul-18,Black  Dot,echo dot easy set use  helps provide music  etc  small spaces looking ,1
2801,positive,31-Jul-18,Black  Dot,set play home theater system  fat using weather forecasts  cooking timers  really enjoy music ,1
2802,positive,31-Jul-18,White  Dot,small device kids like ask questions  handy friendly interactive,1
2803,positive,31-Jul-18,Black  Dot,beyond awesome,1
2804,positive,31-Jul-18,Black  Dot,like responds every time  easy set   i'm still learning  may like better speaker ,1
2805,positive,31-Jul-18,Black  Dot,family loved ,1
2806,positive,31-Jul-18,Black  Dot, ,1
2807,positive,31-Jul-18,Black  Dot,like connect bluetooth without adapter like google  reason 4 stars volume level without external speaker  easy use ,1
2808,positive,31-Jul-18,Black  Dot,echos great home    voice range ask question  say command turn lights  favorite play music though house ,1
2809,positive,31-Jul-18,Black  Dot,love   time gift  friend,1
2810,positive,30-Jul-18,Black  Dot,fantastic product  use smart home hub play music speakers mainly  customizable routines nice easy program,1
2811,positive,30-Jul-18,Black  Dot,great,1
2812,negative,30-Jul-18,Black  Dot,quite disappointed product clearly bug  half time ask newsflash  two second starts  whole thing stops reboots couple minutes  goes ask play radio  also  many times get confused ask switch  #34 lights #34 items also named  true  clearly ai natural language  'beta' stage still  impressed ,0
2813,positive,30-Jul-18,Black  Dot,love thing works great kids love,1
2814,positive,30-Jul-18,Black  Dot,love  makes simple things life simpler,1
2815,positive,30-Jul-18,Black  Dot,really enjoying many different features alexa  especially listening music audio books,1
2816,positive,30-Jul-18,Black  Dot,echo dot wonderful invention  love  alexa smart ,1
2817,positive,30-Jul-18,Black  Dot,alarm music  information weather,1
2818,positive,30-Jul-18,White  Dot,love  helpful,1
2819,positive,30-Jul-18,Black  Dot,good it’s pretty low,1
2820,positive,30-Jul-18,Black  Dot,alarm  calendar  reminders,1
2821,positive,30-Jul-18,Black  Dot,echo dot two weeks fun  set morning alarms  check weather  alexa play various music  bought inexpensive speakers connect better sound  i'm learning skills  little tricky connect wifi initially  trial error connected  stayed connected  far  super satisfied  buying one mother one office ,1
2822,positive,30-Jul-18,Black  Dot,completely love  absolutely everything amazing great,1
2823,negative,30-Jul-18,Black  Dot,nope  still lot improved  things ask  says  hmmmm  dont know ,0
2824,neutral,30-Jul-18,Black  Dot,speaker could better ,1
2825,positive,30-Jul-18,White  Dot,love ,1
2826,positive,30-Jul-18,Black  Dot,3rd dot  love ,1
2827,positive,30-Jul-18,White  Dot,works like one ,1
2828,positive,30-Jul-18,Black  Dot,love new alexa  works great far ,1
2829,positive,30-Jul-18,Black  Dot,bought echo dot sale prime day excited came next day  set immediately everything worked perfectly fine  set easy straight forward really appreciated terrible technology  reason satisfied purchase fact can't use echo dot 15 minutes without disconnecting internet  connected 2 4ghz 5ghz wifi links neither works  frustrating getting use echo dot really wish could  one problems solution please let know ,1
2830,positive,30-Jul-18,Black  Dot,got dad father's day   tickled ,1
2831,positive,30-Jul-18,White  Dot,nice product,1
2832,positive,30-Jul-18,Black  Dot,love echo  love playing music room,1
2833,positive,30-Jul-18,Black  Dot,still getting used alexa  think keeper ,1
2834,positive,30-Jul-18,White  Dot,works good part  ask questions says doesn’t know  thought supposed know everything,1
2835,positive,30-Jul-18,Black  Dot,new best friend  ,1
2836,positive,30-Jul-18,Black  Dot,absolutely love ,1
2837,positive,30-Jul-18,Black  Dot,liked linking two rooms home,1
2838,positive,30-Jul-18,Black  Dot,love alexa  rocks ,1
2839,positive,30-Jul-18,Black  Dot,trouble echo dot first got internet connection issues  research online saw people trouble 2nd generation echo dot  however  weekend took trip brought echo dot along hotel seemed work fine  back home  internet connection seemed gotten little rough patch problems since   connection issues echo dot probably internet device ,1
2840,positive,30-Jul-18,Black  Dot,small size works great sunroom ,1
2841,positive,30-Jul-18,White  Dot,like it’s helful certain thongs supported amazon ,1
2842,negative,30-Jul-18,Black  Dot,reached amazon  device wanted sync phone number would allow said number already use   customer service help basically told contact sprint assist   echo bare minimum without access phone set  kind pointless pay ,0
2843,neutral,30-Jul-18,Black  Dot,won’t work blue tooth speaker tv connects won’t work,1
2844,positive,30-Jul-18,Black  Dot,i've got use couple weeks go hospital  good time short time use  fun trying use alexa,1
2845,positive,30-Jul-18,Black  Dot,impulse buy turns really enjoy new dot  grands love requesting songs playing games  like listening audible selection  keeping lists discovering new alexa skills  fun practical  echo dot surprisingly welcome addition home ,1
2846,positive,30-Jul-18,Black  Dot,great product great price ,1
2847,positive,30-Jul-18,Black  Dot,son loves echo dot ,1
2848,positive,30-Jul-18,Black  Dot,love   great bathroom listen news showering   listen cnn live serius sm ,1
2849,positive,30-Jul-18,White  Dot,like alot  connected play pandora asked weather   time every morning  got rid old fashioned digitol clock music play unlimited  i'm going ask vacations things get comfortable  definitely worth money ,1
2850,positive,30-Jul-18,White  Dot,plays music request ,1
2851,negative,30-Jul-18,Black  Dot,like almost everytime asked alexa question would say dont know havent learned ,0
2852,positive,30-Jul-18,Black  Dot,luv   great product ,1
2853,positive,30-Jul-18,Black  Dot,say  well  i’m  paranoid person 30 years got hooked idea cloud based home control  yes love echo stuff  create isolated vlan home network run devices including cheap ones require sign questionable website download app  carful people   entering wi fi password site that’s vetted location app askes good thing  try stay devices  work directly alexa hub third party app  amazon control types devices  sensitive information handled ,1
2854,positive,30-Jul-18,White  Dot,great product,1
2855,positive,30-Jul-18,Black  Dot,helpful playing music  setting alarms  talking lonely ,1
2856,positive,30-Jul-18,Black  Dot,easy set  control kasa smart plugs problem   even kids figured stuff would asked alexa  like telling jokes singing  alexa app controls custom spark plug cloud cam ,1
2857,positive,30-Jul-18,Black  Dot,love alexa around house  favorite features timers  alarms  music  especially library sleep sounds  got product gift kids  love  great reading time  timing 30 minutes thing really like  plugged outlet function  ifs ands  buts  get  minorly inconvenient  move room room  purchase  lol,1
2858,positive,30-Jul-18,White  Dot,alarm bed time story  universal,1
2859,positive,30-Jul-18,Black  Dot,love alexa,1
2860,positive,30-Jul-18,Black  Dot,easy set,1
2861,positive,30-Jul-18,Black  Dot, ,1
2862,positive,30-Jul-18,Black  Dot,works better anticipated  thing awesome ,1
2863,positive,30-Jul-18,Black  Dot,great product,1
2864,positive,30-Jul-18,Black  Dot,really like,1
2865,positive,30-Jul-18,White  Dot,like respond comands  great product ,1
2866,negative,30-Jul-18,Black  Dot,volume low,0
2867,positive,30-Jul-18,White  Dot,far liking although probably using full capasity,1
2868,positive,30-Jul-18,Black  Dot,new best friend  i'm little behind times i've never anything like  another alexa google home  super amazing useful tool  use play sleep sounds sleep  use amazon audible books  set alarms  reminders  receive notifications  play games  tell short story lol  pretty fun  know people complained speaker i'm sure  i'm sure open concept house want blast music might blast around loud enough  rent room bedroom perfect problems speaker  love everything ,1
2869,positive,30-Jul-18,Black  Dot,wish volume capable going louder,1
2870,positive,30-Jul-18,Black  Dot,love,1
2871,positive,30-Jul-18,White  Dot,best purchase year ,1
2872,positive,30-Jul-18,Black  Dot,love  2 dots one echo  medium size rooms loud enough without external speakers although use external dots ,1
2873,positive,30-Jul-18,Black  Dot,really love dots  awesome it’s connects rooms  like you’ve read reviews definitely lower volume  i’m sure connected speaker another device would great  stand alone volume ok  definitely like tall echo  dots don’t pick voice good tall echo still totally love would recommend 100 ,1
2874,neutral,30-Jul-18,Black  Dot,okay keeps dropping wifi ,1
2875,positive,30-Jul-18,Black  Dot,kids love  love ,1
2876,negative,30-Jul-18,Black  Dot, ,0
2877,positive,30-Jul-18,Black  Dot,love echo dot easy use set,1
2878,positive,30-Jul-18,Black  Dot,love echos,1
2879,positive,30-Jul-18,Black  Dot,excellent product  ,1
2880,positive,30-Jul-18,Black  Dot,love able control lights  doors music ,1
2881,positive,30-Jul-18,Black  Dot,fun interact,1
2882,positive,30-Jul-18,Black  Dot,satisfied product,1
2883,positive,30-Jul-18,Black  Dot,3 echos  even one barn  great idea working horse  still get news flashes   music ,1
2884,neutral,30-Jul-18,Black  Dot,bought healing room   play continuous spa like music  although alexa knows type music needed  device deliver quality sound sounds muffled   know buy speakers ,1
2885,positive,30-Jul-18,Black  Dot,like music ever ,1
2886,neutral,30-Jul-18,White  Dot,hard hear  blue tooth better speaker ,1
2887,neutral,30-Jul-18,Black  Dot,problems  works expected  could better speaker ,1
2888,positive,30-Jul-18,Black  Dot,love  want get another one   soon,1
2889,positive,30-Jul-18,White  Dot,great along echo,1
2890,positive,30-Jul-18,Black  Dot,2nd echo dot working want   bedroom par small blue tooth speaker   last nite went sleep sounds thunderstorm provided echo dot   planning dot turn bedroom lamps receive smart plugs ordered ,1
2891,positive,30-Jul-18,White  Dot,daughter wanted white boombox  nothing good 11 yr old   decided go echo dot request   white bt good speaker   loved gift nice option many things internet ,1
2892,negative,30-Jul-18,Black  Dot,cheap cheap sound ,0
2893,positive,30-Jul-18,Black  Dot,pretty cool,1
2894,positive,30-Jul-18,Black  Dot,times alexa little  #34 thick #34  mostly good ,1
2895,positive,30-Jul-18,Black  Dot,love  don’t know took long get one   don’t know didn’t get two amazon prime day ,1
2896,positive,30-Jul-18,Black  Dot,dated news,1
2897,positive,30-Jul-18,Black  Dot,works like champ ,1
2898,positive,30-Jul-18,Black  Dot,clear sound  great alarm clock  plays music   else ask   oh yeah  order need ,1
2899,positive,30-Jul-18,White  Dot,love use cell phone call echo dot  also use echo dot intercoms ,1
2900,positive,30-Jul-18,Black  Dot,love like 4 ,1
2901,positive,30-Jul-18,White  Dot,great price   love echo dot ,1
2902,positive,30-Jul-18,Black  Dot,excellent  bought another one yesterday ,1
2903,positive,30-Jul-18,Black  Dot,works great,1
2904,positive,30-Jul-18,White  Dot,love  daughter enjoys telling alexa  haha,1
2905,positive,30-Jul-18,Black  Dot,purchased discount prime day insert portable bluetooth speaker made specifically work echo dot  works great  love  bring alexa onto patio  mostly use music  3rd echo product love ,1
2906,positive,30-Jul-18,Black  Dot,got third one  love,1
